No.,2VF1 B,3VF1 G,4VF1 R,5IR B,6IR G,7IR R,8VF B,9VF G,10VF R,11LMD B,12LMD G,13LMD R
8354,2.214,1.951,1.41,0.012,0.011,0.006,3.146,3.601,2.425,457.7,523.8,621.6
8355,2.195,1.931,1.398,0.011,0.011,0.006,3.1,3.401,2.408,459.8,523.9,621.4
8356,2.243,1.819,1.406,0.006,0.01,0.011,3.161,3.497,2.335,457.9,526.6,622
8357,2.26,1.942,1.406,0.007,0.01,0.01,3.184,3.519,2.335,457.4,525.8,622
8358,2.243,1.929,1.397,0.008,0.01,0.011,3.171,3.391,2.351,457.8,524,621.7
8359,2.269,1.945,1.408,0.011,0.011,0.007,3.134,3.448,2.409,457.8,524.7,622.3
8360,5,1.866,1.406,0.008,0.01,0.01,5,3.596,2.349,0,523.9,621.9
8361,2.259,1.921,1.405,0.007,0.011,0.01,3.177,3.52,2.361,457.2,525.6,622.2
8362,2.213,1.921,1.405,0.01,0.011,0.132,3.191,3.526,2.367,457.5,525.5,621.7
8363,2.26,1.818,1.407,0.007,0.01,0.011,3.182,3.554,2.359,458.3,526.6,621.9
8364,2.263,1.809,1.406,0.007,0.011,0.011,3.189,3.53,2.346,458.8,526.3,622.1
8365,2.246,1.931,1.398,0.011,0.011,0.007,3.098,3.385,2.412,457.7,523.9,621.3
8366,2.277,1.926,1.408,0.012,0.012,0.006,3.09,3.45,2.403,459.9,523.8,622
8367,2.256,1.818,1.408,0.011,0.012,0.007,3.124,3.522,2.407,458.9,526.4,622.1
8368,2.2,1.931,1.398,0.008,0.011,0.011,3.169,3.39,2.356,457.8,523.3,621.5
8369,2.265,1.92,1.406,0.007,0.01,0.011,3.204,3.515,2.343,457.4,525.5,622.2
8370,2.265,1.925,1.408,0.011,0.011,0.006,3.133,3.44,2.415,458.6,524.7,622.1
8371,2.271,1.952,1.408,0.011,0.012,0.006,3.13,3.544,2.399,458,524.1,622.2
8372,2.247,1.932,1.399,0.011,0.011,0.006,3.111,3.376,2.411,457.6,523.9,621.3
8373,2.262,1.927,1.408,0.012,0.012,0.007,3.128,3.541,2.41,459,525.1,621.9
8374,2.27,1.852,1.408,0.012,0.011,0.006,3.138,3.496,2.403,458.3,524.7,622.1
8375,2.26,1.92,1.405,0.007,0.011,0.011,3.218,3.524,2.346,457.6,525.5,622.1
8376,2.228,1.836,1.408,0.011,0.011,0.006,3.083,3.49,2.42,458.3,525.4,621.9
8377,2.246,1.924,1.406,0.008,0.01,0.011,3.139,3.476,2.339,457.7,523.9,621.9
8378,2.264,1.945,1.408,0.011,0.011,0.006,3.154,3.442,2.408,457.6,524.6,622.1
8379,2.271,1.845,1.406,0.008,0.01,0.011,3.186,3.532,2.341,457.8,524.7,621.9
8380,5,1.919,1.407,0.007,0.01,0.011,5,3.579,2.35,0,525.1,621.7
8381,2.194,1.931,1.398,0.006,0.01,0.011,3.174,3.385,2.36,457.8,523.7,621.3
8382,5,1.831,1.405,0.007,0.01,0.01,5,3.479,2.348,0,525.3,621.9
8383,2.265,1.926,3.937,0.011,0.011,0.006,3.146,3.522,5,457.3,525.5,0
8384,2.187,1.934,3.93,0.012,0.011,0.007,3.098,3.39,5,458.6,523.6,0
8385,2.238,1.931,3.93,0.011,0.012,0.006,3.113,3.394,5,457.6,523.7,0
8386,2.269,1.945,3.932,0.012,0.012,0.007,3.15,3.444,5,458.7,525.6,0
8387,5,1.919,1.406,0.008,0.01,0.011,5,3.508,2.372,0,525.3,622
8388,2.255,1.835,3.933,0.011,0.011,0.006,3.124,3.517,5,459.1,525.2,0
8389,5,1.921,1.407,0.007,0.01,0.011,5,3.515,2.372,0,525.4,621.7
8390,5,1.852,1.405,0.007,0.011,0.01,5,3.571,2.354,0,524.1,622
8391,5,1.854,1.408,0.007,0.011,0.01,5,3.461,2.372,0,524.1,621.7
8392,5,1.925,1.406,0.007,0.01,0.01,5,3.513,2.344,0,525.2,621.9
8393,2.273,1.943,3.935,0.011,0.011,0.007,3.148,3.406,5,457.6,521.1,0
8394,2.27,1.849,3.926,0.011,0.011,0.007,3.143,3.474,5,458.4,524.2,0
8395,2.255,1.841,3.924,0.012,0.012,0.007,3.138,3.5,5,459.2,525.9,0
8396,2.264,1.95,3.929,0.011,0.012,0.007,3.121,3.506,5,458.1,524.3,0
8397,2.267,1.863,3.925,0.011,0.012,0.006,3.138,3.51,5,458.7,524.3,0
8398,5,1.931,1.398,0.008,0.01,0.01,5,3.398,2.349,0,523.3,621.3
8399,5,1.918,1.407,0.007,0.01,0.01,5,3.52,2.36,0,525.4,621.8
8400,5,1.916,1.406,0.007,0.011,0.01,5,3.461,2.367,0,524,621.9
8401,2.264,1.946,3.933,0.011,0.012,0.007,3.139,3.462,5,458.2,524.5,0
8402,2.264,1.843,3.924,0.011,0.011,0.006,3.146,3.498,5,458.6,524.8,0
8403,5,1.93,1.396,0.007,0.01,0.01,5,3.412,2.354,0,523.7,621.3
8404,5,1.945,1.406,0.007,0.011,0.01,5,3.468,2.356,0,523.7,621.8
8405,2.268,1.92,3.93,0.011,0.012,0.006,3.117,3.512,5,457.1,525.7,0
8406,5,1.95,1.406,0.007,0.01,0.01,5,3.428,2.373,0,523.9,621.9
8407,2.22,1.931,3.933,0.011,0.011,0.006,3.11,3.398,5,458.1,523.9,0
8408,2.256,1.931,3.925,0.011,0.011,0.006,3.128,3.415,5,457.8,523.9,0
8409,5,1.918,1.405,0.008,0.011,0.01,5,3.565,2.345,0,525.3,622
8410,5,1.93,1.397,0.007,0.01,0.011,5,3.395,2.349,0,523.9,621.1
8411,2.271,1.831,3.927,0.011,0.012,0.006,3.132,3.452,5,458,526,0
8412,2.262,1.944,3.925,0.011,0.012,0.006,3.136,3.46,5,458.3,524.4,0
8413,5,1.823,1.405,0.007,0.011,0.01,5,3.49,2.357,0,525.1,621.9
8414,5,1.947,1.406,0.007,0.01,0.011,5,3.505,2.365,0,524.8,622.1
8415,2.277,1.847,3.927,0.011,0.012,0.007,3.152,3.45,5,457.8,525,0
8416,2.237,1.929,3.923,0.011,0.011,0.007,3.091,3.542,5,459,525.2,0
8417,2.268,1.946,3.926,0.012,0.012,0.007,3.154,3.449,5,458.4,524.4,0
8418,5,1.852,1.406,0.007,0.01,0.01,5,3.468,2.353,0,524.2,622.1
8419,2.263,1.922,3.844,0.056,0.012,0.007,3.155,3.531,5,457.3,525.6,0
8420,2.273,1.848,3.941,0.011,0.011,0.007,3.131,3.513,5,458.1,524.3,0
8421,2.269,1.95,3.933,0.011,0.012,0.007,3.145,3.488,5,458.1,523.9,0
8422,5,1.847,1.405,0.007,0.01,0.053,5,3.524,2.351,0,524.4,621.8
8423,5,1.947,1.406,0.007,0.01,0.011,5,3.447,2.357,0,523.9,621.8
8424,5,1.923,1.406,0.007,0.01,0.011,5,3.437,2.379,0,525.1,621.9
8425,2.201,1.923,3.939,0.011,0.011,0.006,3.103,3.535,5,459.5,525.6,0
8426,2.264,1.909,3.93,0.011,0.013,0.006,3.142,3.442,5,457.1,524.4,0
8427,2.203,1.945,3.931,0.011,0.012,0.007,3.074,3.44,5,458.3,524.6,0
8428,5,1.948,0,0.009,0.011,10,5,3.482,0.293,0,524.5,0
8429,2.27,1.851,3.926,0.012,0.012,0.006,3.16,3.474,5,458.2,524.9,0
8430,2.23,1.924,3.927,0.011,0.011,0.006,3.11,3.539,5,459,525.5,0
8431,2.263,1.928,3.929,0.011,0.011,0.006,3.158,3.532,5,457.2,525.5,0
8432,2.268,1.851,1.407,0.012,0.012,0.006,3.13,3.54,2.406,458.4,524.1,621.9
8433,2.267,1.82,1.405,0.008,0.01,0.011,3.19,3.474,2.346,458.4,526.3,622.1
8434,2.21,1.93,1.397,0.007,0.01,0.011,3.169,3.396,2.355,457.9,523.9,621.3
8435,5,1.862,1.406,0.007,0.01,0.011,5,3.453,2.345,0,524.4,621.7
8436,2.203,1.93,1.397,0.008,0.011,0.011,3.168,3.395,2.348,457.8,523.8,621.5
8437,2.279,1.922,1.406,0.007,0.01,0.011,3.183,3.458,2.345,458.5,524.1,621.9
8438,2.262,1.851,1.407,0.011,0.012,0.006,3.138,3.517,2.401,459,524.5,622.1
8439,5,1.834,1.405,0.007,0.011,0.01,5,3.48,2.343,0,525.5,621.8
8440,2.259,1.921,1.407,0.007,0.009,0.01,3.191,3.511,2.359,458.8,525.2,621.8
8441,2.245,1.93,1.398,0.008,0.011,0.01,3.155,3.385,2.358,458.4,523.6,621.4
8442,2.266,1.851,1.408,0.011,0.011,0.006,3.137,3.506,2.41,458.5,524.2,621.9
8443,2.209,1.95,1.409,0.007,0.01,0.01,3.197,3.582,2.378,457.4,523.9,621.6
8444,2.27,1.921,1.407,0.008,0.01,0.012,3.194,3.553,2.368,457.1,525.5,622.2
8445,2.265,1.946,1.407,0.011,0.011,0.007,3.155,3.487,2.413,457.3,525.1,622.2
8446,2.275,1.922,1.407,0.007,0.01,0.011,3.153,3.547,2.362,459.2,525.4,622.2
8447,2.268,1.924,1.408,0.011,0.011,0.006,3.138,3.509,2.424,458.6,525.6,622.1
8448,2.271,1.932,1.394,0.007,0.01,0.071,3.16,3.398,2.366,458.1,523.3,621.4
8449,2.235,1.928,1.407,0.007,0.01,0.011,3.155,3.471,2.346,457.8,526,621.9
8450,2.227,1.929,1.405,0.008,0.01,0.01,3.143,3.433,2.342,458.4,526.3,622.1
8451,2.23,1.949,1.408,0.011,0.011,0.006,3.183,3.46,2.41,458.3,524.1,622.2
8452,2.241,1.94,1.409,0.011,0.011,0.006,3.1,3.436,2.424,457.6,525.2,621.9
8453,2.27,1.85,1.408,0.011,0.012,0.006,3.14,3.533,2.41,458.1,524.7,622.1
8454,2.271,1.833,1.408,0.011,0.011,0.006,3.146,3.448,2.411,458,525.8,621.9
8455,2.27,1.923,1.407,0.012,0.012,0.006,3.126,3.52,2.406,458,525.3,622.1
8456,2.26,1.922,1.406,0.007,0.01,0.011,3.23,3.515,2.369,457.7,525.3,622.1
8457,2.269,1.843,1.407,0.008,0.011,0.011,3.187,3.438,2.366,457.8,525.1,621.9
8458,2.265,1.83,1.406,0.007,0.011,0.011,3.195,3.486,2.344,459,525.6,621.9
8459,2.27,1.849,1.407,0.011,0.011,0.006,3.14,3.54,2.403,458.3,524.3,622.1
8460,2.261,1.92,1.405,0.007,0.01,0.011,3.225,3.49,2.341,459.7,525.7,622.1
8461,2.276,1.848,1.408,0.011,0.012,0.006,3.13,3.527,2.405,457.9,524.6,621.9
8462,2.259,1.924,1.406,0.007,0.01,0.01,3.184,3.547,2.363,458.9,525.2,622.2
8463,2.273,1.923,1.41,0.011,0.011,0.006,3.139,3.544,2.43,458.1,525.4,621.7
8464,2.235,1.93,1.397,0.007,0.011,0.01,3.166,3.386,2.352,457.6,523.8,621.3
8465,2.272,1.855,1.408,0.011,0.011,0.006,3.132,3.487,2.409,457.7,524.6,621.9
8466,2.26,1.934,1.398,0.012,0.011,0.006,3.11,3.372,2.418,457.9,523.5,621.4
8467,2.234,1.947,1.409,0.012,0.011,0.006,3.087,3.569,2.424,457.6,525.2,622.1
8468,2.237,1.845,1.406,0.008,0.01,0.01,3.159,3.439,2.361,458.4,525.2,622.1
8469,2.264,1.846,1.406,0.007,0.011,0.01,3.177,3.504,2.35,458.2,524.1,622.1
8470,2.266,1.944,1.407,0.012,0.011,0.006,3.118,3.436,2.401,457.7,525.7,621.9
8471,2.269,1.924,1.409,0.011,0.011,0.006,3.127,3.552,2.422,457.1,525.5,622.2
8472,2.272,1.864,1.408,0.011,0.012,0.006,3.147,3.475,2.406,457.9,524.6,622
8473,2.267,1.826,1.406,0.008,0.011,0.01,3.193,3.492,2.339,458.4,525,622.1
8474,2.28,1.836,1.409,0.012,0.012,0.006,3.155,3.462,2.42,457.6,525.9,621.9
8475,2.273,1.925,1.408,0.011,0.011,0.007,3.097,3.56,2.402,459.6,525.4,622.2
8476,2.242,1.924,1.405,0.007,0.011,0.01,3.151,3.529,2.338,457.6,525.3,622.2
8477,2.269,1.845,1.408,0.012,0.011,0.007,3.144,3.479,2.404,457.7,526.1,622
8478,2.263,1.934,1.408,0.012,0.012,0.007,3.14,3.428,2.423,457.4,525.8,622.1
8479,2.261,1.856,1.406,0.008,0.01,0.011,3.189,3.51,2.338,458.3,524.8,621.9
8480,2.267,1.926,1.407,0.007,0.011,0.011,3.188,3.526,2.355,458.6,525,622.1
8481,2.27,1.92,1.406,0.007,0.01,0.011,3.157,3.525,2.346,459.7,525.8,622.1
8482,2.213,1.853,1.407,0.007,0.011,0.011,3.14,3.477,2.351,458.1,524.5,621.9
8483,2.266,1.855,1.41,0.01,0.01,0.006,3.133,3.465,2.421,458.9,524.3,621.8
8484,2.267,1.856,1.408,0.008,0.011,0.011,3.184,3.472,2.357,458.8,524.3,621.9
8485,2.271,1.948,1.405,0.008,0.011,0.01,3.204,3.459,2.34,457.4,523.6,621.9
8486,2.238,1.827,1.408,0.011,0.012,0.006,3.081,3.485,2.418,458.1,525.1,622
8487,5,1.945,1.406,0.008,0.011,0.01,5,3.45,2.346,0,523.8,621.9
8488,2.261,1.932,1.398,0.011,0.011,0.006,3.108,3.392,2.42,457.6,523.9,621.4
8489,2.267,1.922,1.408,0.011,0.011,0.007,3.134,3.504,2.407,459,525.2,622.2
8490,2.26,1.861,1.409,0.011,0.012,0.006,3.128,3.44,2.417,458.4,524.1,622
8491,2.274,1.925,1.409,0.011,0.011,0.007,3.151,3.502,2.415,458.2,525.4,622.1
8492,2.26,1.925,1.405,0.008,0.011,0.011,3.197,3.52,2.355,457.3,525.2,622.2
8493,2.254,1.922,1.409,0.011,0.012,0.006,3.127,3.559,2.413,459.4,525.2,621.9
8494,2.291,1.854,0,0.01,0.012,10,3.226,3.455,0.093,457.3,524.4,0
8495,2.265,1.941,1.406,0.007,0.011,0.01,3.176,3.448,2.345,457.3,525.8,622
8496,2.27,1.927,1.406,0.007,0.01,0.01,3.195,3.53,2.351,457.4,525,622
8497,2.267,1.928,1.408,0.011,0.012,0.008,3.119,3.521,2.411,458.5,525.3,622.1
8498,2.276,1.832,1.408,0.011,0.011,0.006,3.152,3.454,2.406,457.3,525.9,621.8
8499,2.201,1.833,1.408,0.011,0.01,0.007,3.088,3.446,2.419,460,526.3,621.9
8500,2.273,1.851,1.407,0.011,0.012,0.007,3.14,3.51,2.407,458.4,524.7,622
8501,2.272,1.947,1.406,0.008,0.011,0.011,3.202,3.434,2.355,458.1,524,622.2
8502,2.262,1.818,1.405,0.007,0.01,0.01,3.196,3.5,2.352,458.6,526.1,622.1
8503,5,1.919,1.406,0.007,0.01,0.011,5,3.497,2.346,0,525,622
8504,2.266,1.92,3.933,0.01,0.011,0.007,3.146,3.51,5,458.3,525.4,0
8505,2.26,1.943,3.955,0.012,0.012,0.007,3.12,3.5,5,457.3,525.6,0
8506,2.273,1.922,3.928,0.012,0.011,0.006,3.137,3.476,5,458,525.3,0
8507,5,1.846,1.406,0.006,0.01,0.01,5,3.532,2.341,0,524,621.9
8508,2.26,1.861,1.406,0.007,0.011,0.01,3.185,3.481,2.34,458.3,524.4,622
8509,2.279,1.947,1.405,0.007,0.01,0.01,3.153,3.476,2.341,459.9,523.7,622.1
8510,2.269,1.925,1.407,0.011,0.011,0.007,3.15,3.498,2.412,457.2,525.5,622.2
8511,2.238,1.93,1.397,0.007,0.011,0.01,3.173,3.388,2.357,457.9,523.6,621.4
8512,2.27,1.923,1.407,0.007,0.011,0.01,3.241,3.435,2.36,457.3,524.1,622
8513,5,1.942,1.408,0.008,0.011,0.011,5,3.45,2.373,0,524.6,621.6
8514,5,1.829,1.406,0.007,0.01,0.01,5,3.478,2.34,0,525.2,621.8
8515,2.198,1.93,1.397,0.008,0.011,0.011,5,3.397,2.355,0,523.7,621.2
8516,5,1.919,1.406,0.009,0.01,0.011,5,3.481,2.342,0,523.8,621.8
8517,2.271,1.863,1.408,0.01,0.011,0.006,3.14,3.482,3.772,457.9,524.4,0
8518,2.267,1.928,1.408,0.011,0.011,0.007,3.139,3.532,2.527,458.5,525.2,622.1
8519,2.263,1.946,1.961,0.011,0.011,0.006,3.123,3.475,5,457.4,525.1,0
8520,3.557,1.835,1.406,0.007,0.011,0.01,5,3.524,2.354,0,524.6,621.9
8521,2.226,1.933,1.399,0.011,0.011,0.006,3.112,3.383,2.867,457.7,523.1,621.4
8522,2.283,1.92,1.408,0.011,0.011,0.007,3.17,3.517,2.691,459.4,525.3,622.1
8523,2.266,1.849,1.408,0.011,0.011,0.006,3.148,3.502,2.901,459,524.2,622.1
8524,2.266,1.92,1.408,0.012,0.012,0.006,3.141,3.529,2.405,459.1,525.5,622.1
8525,2.26,1.92,1.408,0.011,0.011,0.007,3.145,3.534,2.65,457.6,525.6,622.1
8526,2.272,1.865,1.408,0.011,0.012,0.006,3.14,3.541,2.679,458.3,524.3,622.1
8527,2.255,1.922,1.408,0.011,0.012,0.007,3.117,3.552,2.419,458.7,525.3,621.8
8528,2.221,1.932,1.398,0.012,0.011,0.007,3.108,3.399,2.59,459.6,523.8,621.4
8529,2.259,1.916,1.409,0.011,0.012,0.006,3.148,3.454,2.425,457.6,524.6,622.1
8530,5,1.947,1.406,0.007,0.01,0.01,5,3.489,2.354,0,523.9,621.6
8531,2.224,1.933,1.397,0.01,0.011,0.006,3.109,3.383,2.437,458.3,523.5,621.3
8532,2.269,1.945,1.408,0.011,0.011,0.006,3.126,3.46,2.43,457.2,525.4,622
8533,2.262,1.854,1.408,0.012,0.012,0.006,3.135,3.558,2.421,458.2,524.2,622.1
8534,2.267,1.837,1.409,0.011,0.012,0.006,3.139,3.461,2.425,458.4,525.6,621.9
8535,2.218,1.844,1.408,0.011,0.012,0.006,3.08,3.478,2.419,458.1,525.4,622.1
8536,2.145,1.93,1.397,0.007,0.01,0.01,3.207,3.399,2.346,457.7,523.6,621.3
8537,2.28,1.83,1.409,0.011,0.012,0.007,3.1,3.451,2.422,459.5,526.5,621.9
8538,2.27,1.851,1.405,0.007,0.01,0.01,3.308,3.56,2.346,458.3,524.5,622
8539,2.266,1.929,1.408,0.01,0.011,0.006,3.126,3.503,2.422,458.9,525.2,621.9
8540,2.267,1.842,1.407,0.008,0.011,0.01,3.19,3.516,2.35,458.6,525.3,621.9
8541,2.263,1.927,1.409,0.012,0.011,0.006,3.118,3.575,2.426,458.3,524.9,622
8542,2.261,1.944,1.406,0.007,0.011,0.01,3.222,3.476,2.356,457.2,524.6,622.1
8543,2.257,1.856,1.408,0.011,0.012,0.007,3.12,3.593,2.422,458.9,524.5,621.9
8544,2.23,1.931,1.399,0.011,0.011,0.005,3.111,3.417,2.419,457.6,523.7,621.3
8545,2.262,1.922,3.923,0.011,0.012,0.006,3.125,3.521,5,457.3,525.7,0
8546,2.267,1.845,1.408,0.011,0.012,0.007,3.135,3.498,2.425,458.5,524.5,622.1
8547,5,1.929,1.396,0.008,0.01,0.01,5,3.395,2.348,0,523.9,621.1
8548,5,1.812,1.406,0.007,0.01,0.011,5,3.546,2.34,0,525.7,621.8
8549,2.27,1.847,1.407,0.007,0.011,0.01,3.183,3.503,2.352,458,524.7,622
8550,2.277,1.843,1.407,0.007,0.012,0.01,3.2,3.468,2.362,457.5,525.4,621.8
8551,2.264,1.943,1.406,0.007,0.011,0.011,3.183,3.475,2.343,457.2,524.7,622.2
8552,2.257,1.924,1.405,0.007,0.011,0.01,3.185,3.577,2.335,458.5,523.7,622.1
8553,2.222,1.924,1.408,0.012,0.011,0.006,3.078,3.526,2.417,459.4,525.5,622.1
8554,2.246,1.946,1.408,0.011,0.011,0.006,3.085,3.473,2.4,457.7,524,622
8555,2.243,1.848,1.409,0.011,0.011,0.007,3.129,3.507,2.416,458.9,524.4,621.8
8556,2.252,1.928,1.408,0.011,0.012,0.006,3.125,3.515,2.41,459.3,525.5,621.9
8557,2.263,1.92,1.405,0.008,0.011,0.01,3.18,3.55,2.358,458.4,525.2,622.1
8558,2.269,1.849,1.408,0.011,0.011,0.006,3.141,3.515,2.417,458.6,524.3,622
8559,2.241,1.919,1.409,0.011,0.011,0.006,3.094,3.526,2.407,458.1,525.6,622
8560,2.273,1.92,1.406,0.007,0.01,0.011,3.185,3.526,2.35,457.3,525.2,621.8
8561,2.268,1.935,0.001,0.068,0.012,10,3.106,3.388,0.23,457.7,523.3,0
8562,2.259,1.923,1.405,0.008,0.011,0.01,3.216,3.536,2.344,457.9,525.5,622.2
8563,2.27,1.948,1.408,0.012,0.011,0.007,3.14,3.484,2.4,458.3,523.9,622
8564,2.267,1.948,1.408,0.012,0.011,0.006,3.114,3.58,2.412,457.2,524.9,622.2
8565,5,1.924,1.406,0.007,0.01,0.01,5,3.489,2.347,0,524.4,621.9
8566,5,1.93,1.397,0.008,0.011,0.011,5,3.449,2.349,0,523.8,621.1
8567,2.272,1.856,1.406,0.007,0.011,0.011,3.187,3.475,2.343,458.3,524.2,621.9
8568,2.265,1.918,1.407,0.012,0.011,0.006,3.122,3.559,2.401,458.1,525.6,622.2
8569,2.261,1.846,1.41,0.012,0.011,0.007,3.123,3.458,2.672,458.4,525.3,621.7
8570,2.278,1.825,1.408,0.012,0.012,0.007,3.144,3.477,2.725,457.7,525,622
8571,2.273,1.847,1.407,0.008,0.011,0.011,4.425,3.506,2.348,458.1,524.2,622
8572,2.27,1.821,1.407,0.012,0.011,0.007,3.123,3.468,2.403,458.1,525.2,622.1
8573,2.297,1.944,1.408,0.011,0.012,0.006,3.186,3.439,2.408,457.3,525,622.1
8574,2.284,1.856,1.408,0.011,0.012,0.007,3.126,3.441,2.428,458.1,524.3,621.8
8575,2.258,1.858,1.408,0.012,0.011,0.007,3.135,3.44,2.492,458.9,524.2,621.8
8576,2.263,1.846,1.41,0.011,0.012,0.006,3.125,3.47,2.681,458.8,525.3,621.7
8577,2.251,1.932,1.399,0.011,0.011,0.006,3.116,3.389,2.577,457.7,523.9,621.2
8578,2.269,1.943,1.406,0.008,0.011,0.011,3.208,3.45,2.356,458,524.6,622.2
8579,2.248,1.933,1.395,0.007,0.011,0.011,3.174,3.367,2.359,457.8,523.4,621.1
8580,2.191,1.931,1.395,0.007,0.011,0.01,3.166,3.397,2.355,459.2,523.5,621.4
8581,2.271,1.921,1.407,0.008,0.011,0.011,3.19,3.524,2.364,457.3,525.5,622.1
8582,2.261,1.945,1.408,0.012,0.011,0.006,3.15,3.443,2.408,457.7,524.6,622.1
8583,2.265,1.932,1.399,0.011,0.011,0.007,3.116,3.392,2.411,457.6,523.9,621.4
8584,2.247,1.949,1.408,0.013,0.015,0.008,3.127,3.712,2.405,457.8,523.6,621.9
8585,2.205,1.929,1.398,0.012,0.021,0.006,3.093,3.377,2.41,460.3,523.9,621.2
8586,2.27,1.931,1.399,0.012,0.011,0.006,3.11,3.389,2.411,457.8,523.8,621.4
8587,2.26,1.848,1.409,0.012,0.012,0.007,3.121,3.513,2.422,458.4,525.1,621.9
8588,2.209,1.931,1.399,0.012,0.011,0.006,3.096,3.388,2.415,457.6,523.6,621.4
8589,2.268,1.935,1.406,0.007,0.011,0.01,3.202,3.441,2.361,457.4,525.8,622.1
8590,2.264,1.923,1.406,0.007,0.011,0.011,3.203,3.58,2.345,457.6,525.7,622.1
8591,2.209,1.945,1.408,0.011,0.011,0.006,3.079,3.442,2.402,459.1,525.4,622
8592,2.205,1.931,1.397,0.007,0.01,0.01,3.159,3.386,2.354,457.6,523.5,621.5
8593,2.269,1.837,1.407,0.011,0.011,0.006,3.121,3.471,2.411,458.3,525.2,622
8594,2.226,1.825,1.407,0.012,0.011,0.006,3.076,3.477,2.409,459.7,526.3,622.1
8595,2.268,1.919,3.93,0.012,0.011,0.006,3.204,3.508,5,457.6,525.4,0
8596,2.262,1.926,1.407,0.011,0.011,0.006,3.164,3.558,2.405,457.8,525.5,622.2
8597,2.279,1.946,1.405,0.007,0.01,0.011,3.245,3.447,2.348,460,525.1,622.2
8598,2.267,1.95,1.408,0.011,0.011,0.006,3.142,3.487,2.405,459,524.2,622.1
8599,2.265,1.927,1.407,0.011,0.011,0.006,3.115,3.491,2.414,458.4,525.2,622.1
8600,2.26,1.949,1.408,0.011,0.012,0.006,3.114,3.468,2.42,459.1,524.1,622.1
8601,2.27,1.945,1.407,0.012,0.012,0.006,3.142,3.465,2.42,458.3,524.4,622.2
8602,2.261,1.92,1.406,0.007,0.01,0.011,3.187,3.566,2.356,458.7,525.5,622
8603,2.218,1.925,1.408,0.011,0.012,0.006,3.082,3.484,2.419,460.4,524.1,621.9
8604,2.265,1.924,1.406,0.012,0.012,0.006,3.19,3.53,2.4,459.9,525.3,622.1
8605,2.267,1.923,1.408,0.012,0.012,0.006,3.15,3.53,2.414,457.7,525.5,622
8606,5,1.946,1.405,0.007,0.01,0.01,5,3.457,2.346,0,523.9,621.8
8607,2.264,1.947,1.407,0.007,0.011,0.011,3.196,3.592,2.362,457.3,525,622.2
8608,5,1.942,1.406,0.007,0.011,0.011,5,3.523,2.34,0,525.6,621.8
8609,5,1.925,1.407,0.007,0.011,0.01,5,3.57,2.353,0,525.1,621.7
8610,5,1.946,1.406,0.006,0.01,0.01,5,3.477,2.343,0,523.7,621.8
8611,2.26,1.848,0,0.009,0.012,10,5,3.492,0.084,0,524.8,0
8612,2.267,1.952,1.408,0.012,0.012,0.007,3.141,3.481,3.27,458.7,523.7,622.2
8613,3.892,1.92,1.406,0.06,0.01,0.01,5,3.527,2.337,0,525.4,621.9
8614,2.266,1.845,1.409,0.011,0.012,0.006,3.147,3.452,2.779,457.8,525.3,622
8615,2.271,1.95,1.407,0.007,0.011,0.011,3.599,3.494,2.355,458.1,523.7,622
8616,2.233,1.95,1.406,0.007,0.01,0.011,3.85,3.556,2.342,457.6,523.9,622
8617,2.268,1.921,1.406,0.007,0.01,0.01,3.289,3.525,2.353,459,525.7,622
8618,2.267,1.923,1.407,0.012,0.011,0.007,3.155,3.512,3.006,458.4,525.2,622.2
8619,2.192,1.929,1.399,0.011,0.012,0.006,3.11,3.362,2.705,458,523.6,621.3
8620,2.262,1.944,1.408,0.011,0.011,0.006,3.192,3.436,2.665,457.5,524.8,622.2
8621,2.275,1.93,1.399,0.012,0.011,0.007,3.112,3.386,2.65,457.7,523.9,621.3
8622,2.262,1.85,1.407,0.011,0.011,0.007,3.136,3.564,2.55,458.9,524.6,622.1
8623,2.26,1.917,1.405,0.007,0.011,0.01,3.193,3.429,2.366,457.3,524,622.2
8624,2.214,1.932,1.399,0.011,0.011,0.006,3.115,3.397,2.485,457.7,523.8,621.6
8625,2.266,1.944,1.408,0.011,0.012,0.006,3.125,3.537,2.45,457.2,525.8,622
8626,2.262,1.947,1.408,0.011,0.012,0.007,3.146,3.468,2.473,457.2,525,622.2
8627,2.262,1.927,1.408,0.013,0.011,0.006,3.121,3.534,2.449,457.3,525.6,622.1
8628,2.271,1.921,1.407,0.012,0.012,0.006,3.195,3.521,2.43,457.2,525.4,622.1
8629,2.264,1.86,1.409,0.011,0.012,0.007,3.143,3.56,2.439,458.7,524.1,622
8630,2.253,1.932,1.398,0.011,0.011,0.007,3.108,3.406,2.436,457.8,523.9,621.3
8631,2.267,1.854,1.409,0.011,0.011,0.006,3.144,3.455,2.46,458.5,524.7,621.8
8632,2.26,1.85,1.408,0.007,0.01,0.01,3.211,3.456,2.357,458.8,524.8,621.8
8633,2.24,1.93,1.396,0.007,0.011,0.01,3.186,3.388,2.362,457.8,523.6,621.4
8634,2.265,1.942,1.406,0.008,0.011,0.01,3.324,3.45,2.348,457.7,524.4,622.2
8635,2.274,1.822,1.406,0.007,0.011,0.01,3.215,3.483,2.339,457.5,526.2,622
8636,2.248,1.921,1.406,0.007,0.011,0.01,3.233,3.524,2.348,459.3,525.5,622.1
8637,2.256,1.931,1.395,0.007,0.01,0.011,3.338,3.4,2.369,457.6,523.6,621.3
